Epoch,Train_Loss,Val_loss
1,0.7577354881213978,0.0025367543566972017
2,0.19975459459237754,0.0015291806776076555
3,0.15172680286923423,0.0010605124989524484
4,0.12904158684250433,0.0007004478829912841
5,0.1105836548958905,0.0011876189382746816
6,0.1019767947436776,0.00046779250260442495
7,0.09849975432734936,0.000987100531347096
8,0.0969532955205068,0.0006036801496520638
9,0.09154480900906492,0.0006709725130349398
10,0.08990912983426824,0.0004190332838334143
11,0.08764141410938464,0.0007145556737668812
12,0.08562638924922794,0.0005960388807579875
13,0.08469390662503429,0.000447180587798357
14,0.08064646950515453,0.00044278361019678414
15,0.08056523387494963,0.0005136526888236403
16,0.07999256251059705,0.0003114664286840707
17,0.0802524338796502,0.0003193196898791939
18,0.07954540765786078,0.0005692060803994536
19,0.07672358215495478,0.00040825229370966554
20,0.07830341580847744,0.0007356764981523156
21,0.07720922495354898,0.0004335888952482492
22,0.07577530121488962,0.00038513573235832155
23,0.07643614259723108,0.00042474930523894727
24,0.07175724110857118,0.00028729281621053815
25,0.0742487771785818,0.0002991084475070238
26,0.07359853120578919,0.000466007535578683
27,0.07183398387860507,0.0003267795837018639
28,0.07505581762234215,0.0003739183594007045
29,0.074023967346875,0.00032946382998488843
30,0.07375677472737152,0.000422370940214023
31,0.07019329682225361,0.0003131804405711591
32,0.07325410297198687,0.00034636116470210254
33,0.07078999781515449,0.00031666303402744234
34,0.07090835931012407,0.00026277717552147806
35,0.07259071679436602,0.0002706476370804012
36,0.06935378355410649,0.00038773598498664796
37,0.07147914606321137,0.0003292962210252881
38,0.07198357125162147,0.00032545867725275457
39,0.06923155077674892,0.0004344244080130011
40,0.07011421860079281,0.00034282062551938
41,0.07151123252697289,0.00032090957392938435
42,0.07575915539928246,0.0003924045595340431
43,0.06841363846615423,0.00040551615529693663
44,0.07046377770166146,0.0003644161915872246
45,0.07126949288067408,0.0002903995045926422
46,0.06782291702984367,0.00030366546707227826
47,0.06919408670364646,0.0003538509481586516
48,0.06857514519651886,0.00028363775345496833
49,0.0673447822482558,0.0002971159410662949
50,0.07100000158243347,0.00026782421628013253
51,0.07092999898304697,0.0003036200359929353
52,0.06852969650935847,0.0003471230447757989
53,0.07068128886749037,0.00038121710531413555
54,0.06799652298650471,0.0002901132684201002
55,0.06935513352800626,0.0003276937932241708
56,0.07041467543604085,0.00031768405460752547
57,0.06796060567285167,0.00028861177270300686
58,0.06858791477861814,0.00033056287793442607
59,0.06914230473921634,0.0003370292251929641
60,0.06750333799573127,0.0003543260972946882
61,0.06947320958715864,0.000376735144527629
62,0.06888442041235976,0.00028413342079147696
63,0.0691016304626828,0.00028685698634944856
64,0.06881555083964486,0.00025456983712501824
65,0.06880639864539262,0.00026865859399549663
66,0.06829540889157215,0.000269896729150787
67,0.06763221393339336,0.0002548573538661003
68,0.06677427506656386,0.0003363299183547497
69,0.06648884736932814,0.00032288505462929606
70,0.06709401633997913,0.00030184758361428976
71,0.06878601331845857,0.00026127928867936134
72,0.06939518766739639,0.0002992806548718363
73,0.06948472039948683,0.00026634795358404517
74,0.06801754499610979,0.00028478787862695754
75,0.06841524752962869,0.0002705305814743042
76,0.06775669704802567,0.0002860477252397686
77,0.067724512249697,0.0002702858473639935
78,0.06928566710848827,0.0002773714659269899
79,0.06646767065103631,0.0002730051928665489
80,0.0680458978167735,0.00026328026433475316
81,0.068218570551835,0.00026241742307320237
82,0.06637355340353679,0.0002655329881235957
83,0.06835725640121382,0.00036639723111875355
84,0.06773059930128511,0.00029626814648509026
85,0.0665848904318409,0.00027514909743331373
86,0.07002860720967874,0.00048518364201299846
87,0.06855206604814157,0.0002873256162274629
88,0.06921344102738658,0.0002807502169162035
89,0.06768865113554057,0.0002659875899553299
90,0.06741697688266868,0.00029401323990896344
91,0.06666148395015625,0.0002789738937281072
92,0.06754354268196039,0.00028050370747223496
93,0.06804399287648266,0.00026309501845389605
94,0.06641101810964756,0.00035471885348670185
95,0.06768196405027993,0.00027284305542707443
96,0.06618258936941857,0.0002971992071252316
97,0.06712385575519875,0.00026230650837533176
98,0.06790284099406563,0.00030218902975320816
99,0.06652614472841378,0.0002708709507714957
100,0.06686092239397112,0.00025982793886214495
101,0.06727516376122367,0.0002757481415756047
102,0.06655786556075327,0.00030097278067842126
103,0.06637780638993718,0.00027681284700520337
104,0.0668652271560859,0.0003029913641512394
105,0.06525967636116548,0.00030948923085816205
106,0.0677108157397015,0.00045047563617117703
107,0.06790118280332536,0.00039636518340557814
108,0.0665113217473845,0.0003038716677110642
109,0.0665553030121373,0.00030129755032248795
110,0.06607151649950538,0.0002843554539140314
111,0.06788634823169559,0.00029779571923427284
112,0.06845292924845126,0.0002730565902311355
113,0.06722871644888073,0.0003288009902462363
114,0.0662051993276691,0.00027580553432926536
115,0.0672719290596433,0.00030301426886580884
116,0.06716258355299942,0.0003237732744310051
117,0.06623435660003452,0.0003075777494814247
118,0.0671513294801116,0.0003334982611704618
119,0.06686122799874283,0.00033067064941860735
120,0.06677670129283797,0.0003310362808406353
121,0.06623429205501452,0.00027332239551469684
122,0.06593957969744224,0.00029057846404612064
123,0.06666484888410196,0.00030168399098329246
124,0.06479115539696068,0.0002930534537881613
125,0.06693617189739598,0.0002860708045773208
126,0.06690564099699259,0.0002689130196813494
127,0.06688057681458304,0.0002702573547139764
128,0.06671404895314481,0.00031064837821759284
129,0.06662368830438936,0.00028586684493348
130,0.06712586795038078,0.0002873660414479673
131,0.06609369259967934,0.0002764481760095805
132,0.06661846100905677,0.0002923195715993643
133,0.06507523603795562,0.00029431626899167895
134,0.0685696320142597,0.000280669511994347
135,0.06643422706110869,0.00035770662361755967
136,0.06683159731619526,0.00027259488706476986
137,0.06724356528138742,0.0003232628514524549
138,0.06665538816014305,0.0002701138728298247
139,0.06639542071934557,0.000271372206043452
140,0.06747269373590825,0.00035146038862876594
141,0.06599976609868463,0.0002907983725890517
142,0.0650798541973927,0.0002999068528879434
143,0.06642398338590283,0.00026180536951869726
144,0.06694932792743202,0.00029846603865735233
145,0.06564277799043339,0.0003088443190790713
146,0.06652533695887541,0.00030007868190295994
147,0.06708452248858521,0.00030532191158272326
148,0.0670202823530417,0.00027872296050190926
149,0.06597534019238083,0.0003378676774445921
150,0.06690330147102941,0.0003182330692652613
